Date,Open,High,Low,Close,Adj Close,Volume
1997-04-14,1209.040039,1233.010010,1199.680054,1222.569946,1222.569946,2794370000
1997-04-21,1221.979980,1242.160034,1194.160034,1209.290039,1209.290039,2834210000
1997-04-28,1211.869995,1305.380005,1203.969971,1305.329956,1305.329956,3022690000
1997-05-05,1311.699951,1343.010010,1311.699951,1335.050049,1335.050049,3352620000
1997-05-12,1339.050049,1353.979980,1328.069946,1340.729980,1340.729980,2878960000
1997-05-19,1343.319946,1389.750000,1335.949951,1389.719971,1389.719971,2728690000
1997-05-26,1388.000000,1414.260010,1352.650024,1400.319946,1400.319946,2606110000
1997-06-02,1407.069946,1408.489990,1375.449951,1404.839966,1404.839966,2882810000
1997-06-09,1410.689941,1426.729980,1394.439941,1423.030029,1423.030029,3071650000
1997-06-16,1423.739990,1453.390015,1421.739990,1447.099976,1447.099976,2971170000
1997-06-23,1444.839966,1467.290039,1433.329956,1438.150024,1438.150024,3018280000
1997-06-30,1439.469971,1469.359985,1432.069946,1467.609985,1467.609985,2220200000
1997-07-07,1472.609985,1503.310059,1466.569946,1502.619995,1502.619995,3178150000
1997-07-14,1506.969971,1582.630005,1506.969971,1547.989990,1547.989990,3660150000
1997-07-21,1548.099976,1578.030029,1530.229980,1569.579956,1569.579956,3285650000
1997-07-28,1573.089966,1599.030029,1557.560059,1594.329956,1594.329956,3208460000
1997-08-04,1593.089966,1638.260010,1586.599976,1598.520020,1598.520020,3544630000
1997-08-11,1599.160034,1601.150024,1561.849976,1562.030029,1562.030029,3015950000
1997-08-18,1563.449951,1628.810059,1545.130005,1598.689941,1598.689941,3245560000
1997-08-25,1601.109985,1610.900024,1572.089966,1587.319946,1587.319946,3030280000
1997-09-01,1595.069946,1639.900024,1595.069946,1635.770020,1635.770020,2550550000
1997-09-08,1641.719971,1659.369995,1620.520020,1649.329956,1649.329956,3482650000
1997-09-15,1649.760010,1680.369995,1634.760010,1680.359985,1680.359985,3577020000
1997-09-22,1684.310059,1702.489990,1675.560059,1682.239990,1682.239990,3654650000
1997-09-29,1685.300049,1726.589966,1680.619995,1715.869995,1715.869995,3856180000
1997-10-06,1722.390015,1748.780029,1716.599976,1739.030029,1739.030029,3766770000
1997-10-13,1744.880005,1747.849976,1645.869995,1666.849976,1666.849976,3974210000
1997-10-20,1675.160034,1717.300049,1642.689941,1650.920044,1650.920044,4003030000
1997-10-27,1650.920044,1650.920044,1465.839966,1593.609985,1593.609985,4666080000
1997-11-03,1609.619995,1644.420044,1587.310059,1602.400024,1602.400024,3272040000
1997-11-10,1609.770020,1616.819946,1508.410034,1583.510010,1583.510010,3341630000
1997-11-17,1601.949951,1654.430054,1583.469971,1620.750000,1620.750000,3147760000
1997-11-24,1612.939941,1620.750000,1580.270020,1600.550049,1600.550049,1926210000
1997-12-01,1608.560059,1633.910034,1591.050049,1633.900024,1633.900024,3337210000
1997-12-08,1639.390015,1652.839966,1533.619995,1536.579956,1536.579956,3762300000
1997-12-15,1540.410034,1568.540039,1486.510010,1524.739990,1524.739990,3869920000
1997-12-22,1533.459961,1544.449951,1497.670044,1511.380005,1511.380005,1758270000
1997-12-29,1521.790039,1581.530029,1521.790039,1581.530029,1581.530029,2633050000
1998-01-05,1585.770020,1602.510010,1497.369995,1503.219971,1503.219971,3467110000
1998-01-12,1482.010010,1564.959961,1465.609985,1562.880005,1562.880005,3492720000
1998-01-19,1567.800049,1590.479980,1567.800049,1575.930054,1575.930054,2740230000
1998-01-26,1578.329956,1629.540039,1556.910034,1619.359985,1619.359985,3603880000
1998-02-02,1640.060059,1701.199951,1640.060059,1694.349976,1694.349976,4012520000
1998-02-09,1699.920044,1715.109985,1686.209961,1710.420044,1710.420044,3737010000
1998-02-16,1721.020020,1731.839966,1700.910034,1728.130005,1728.130005,2864080000
1998-02-23,1744.209961,1783.739990,1735.569946,1770.510010,1770.510010,3950530000
1998-03-02,1778.719971,1781.069946,1708.479980,1753.489990,1753.489990,3927130000
1998-03-09,1747.939941,1780.900024,1725.160034,1771.660034,1771.660034,3886150000
1998-03-16,1779.410034,1807.030029,1768.780029,1789.160034,1789.160034,3792880000
1998-03-23,1784.949951,1840.829956,1783.189941,1823.619995,1823.619995,3870460000
1998-03-30,1823.790039,1865.800049,1814.410034,1855.400024,1855.400024,4113530000
1998-04-06,1859.239990,1861.119995,1788.739990,1820.239990,1820.239990,3012990000
1998-04-13,1824.069946,1866.920044,1810.260010,1866.599976,1866.599976,3978250000
1998-04-20,1869.010010,1931.829956,1860.260010,1868.959961,1868.959961,4471110000
1998-04-27,1868.959961,1875.520020,1804.140015,1873.439941,1873.439941,3987980000
1998-05-04,1880.119995,1890.800049,1832.170044,1864.369995,1864.369995,3725740000
1998-05-11,1870.010010,1878.500000,1839.209961,1846.770020,1846.770020,3740570000
1998-05-18,1838.530029,1852.270020,1801.619995,1805.000000,1805.000000,3357590000
1998-05-25,1813.530029,1817.920044,1742.050049,1778.869995,1778.869995,2779270000
1998-06-01,1770.369995,1782.920044,1741.099976,1782.920044,1782.920044,3478410000
1998-06-08,1783.469971,1801.040039,1715.709961,1745.050049,1745.050049,3490490000
1998-06-15,1726.569946,1787.060059,1715.040039,1781.290039,1781.290039,3574630000
1998-06-22,1782.560059,1894.709961,1777.229980,1869.530029,1869.530029,3834300000
1998-06-29,1880.589966,1914.459961,1878.869995,1894.000000,1894.000000,3172170000
1998-07-06,1898.630005,1951.069946,1893.310059,1943.040039,1943.040039,3894530000
1998-07-13,1948.319946,2010.609985,1926.439941,2008.760010,2008.760010,4244350000
1998-07-20,2013.479980,2028.180054,1909.560059,1930.989990,1930.989990,4078640000
1998-07-27,1916.310059,1937.930054,1871.719971,1872.390015,1872.390015,3729240000
1998-08-03,1869.719971,1870.650024,1750.810059,1846.770020,1846.770020,4065710000
1998-08-10,1847.209961,1850.099976,1775.239990,1790.189941,1790.189941,3299110000
1998-08-17,1784.910034,1874.310059,1767.109985,1797.609985,1797.609985,3550600000
1998-08-24,1803.770020,1818.030029,1624.000000,1639.680054,1639.680054,3826940000
1998-08-31,1646.750000,1655.189941,1475.489990,1566.520020,1566.520020,4576420000
1998-09-07,1566.520020,1680.709961,1566.520020,1641.640015,1641.640015,2945140000
1998-09-14,1660.310059,1693.800049,1637.050049,1663.770020,1663.770020,3399180000
1998-09-21,1630.109985,1768.359985,1615.329956,1743.589966,1743.589966,3750940000
1998-09-28,1757.900024,1769.709961,1569.060059,1614.979980,1614.979980,3944560000
1998-10-05,1591.170044,1614.979980,1343.869995,1492.489990,1492.489990,4806930000
1998-10-12,1528.489990,1634.739990,1492.489990,1620.949951,1620.949951,3997170000
1998-10-19,1618.140015,1710.650024,1613.849976,1693.859985,1693.859985,4480410000
1998-10-26,1706.180054,1781.630005,1693.859985,1771.390015,1771.390015,4384950000
1998-11-02,1783.709961,1857.949951,1771.400024,1856.560059,1856.560059,4685160000
1998-11-09,1857.650024,1892.540039,1842.520020,1847.989990,1847.989990,4300200000
1998-11-16,1868.439941,1936.099976,1844.069946,1928.209961,1928.209961,4329460000
1998-11-23,1937.819946,2016.520020,1928.199951,2016.439941,2016.439941,3276320000
1998-11-30,2023.660034,2025.040039,1924.150024,2003.160034,2003.160034,5046030000
1998-12-07,2009.979980,2060.979980,2004.989990,2029.310059,2029.310059,4239400000
1998-12-14,2013.430054,2086.139893,1962.060059,2086.139893,2086.139893,4043260000
1998-12-21,2107.239990,2172.570068,2104.189941,2163.040039,2163.040039,3274040000
1998-12-28,2178.239990,2200.629883,2160.929932,2192.689941,2192.689941,3579460000
1999-01-04,2207.540039,2369.550049,2192.679932,2344.409912,2344.409912,5625250000
1999-01-11,2373.969971,2396.300049,2205.689941,2348.199951,2348.199951,5457130000
1999-01-18,2390.929932,2474.379883,2303.820068,2338.879883,2338.879883,4437070000
1999-01-25,2363.479980,2506.679932,2328.739990,2505.889893,2505.889893,5006610000
1999-02-01,2522.379883,2533.439941,2346.820068,2373.620117,2373.620117,5090760000
1999-02-08,2405.310059,2414.979980,2289.899902,2321.889893,2321.889893,4506500000
1999-02-15,2361.219971,2368.409912,2224.209961,2283.600098,2283.600098,3395410000
1999-02-22,2293.330078,2405.290039,2275.600098,2288.030029,2288.030029,4446580000
1999-03-01,2286.830078,2339.209961,2235.189941,2337.110107,2337.110107,4277830000
1999-03-08,2357.320068,2437.389893,2353.739990,2381.530029,2381.530029,4892310000
1999-03-15,2392.540039,2480.629883,2375.830078,2421.270020,2421.270020,4675320000
1999-03-22,2428.389893,2445.719971,2305.639893,2419.169922,2419.169922,4477350000
1999-03-29,2442.590088,2520.629883,2419.169922,2493.370117,2493.370117,3722190000
1999-04-05,2523.979980,2599.199951,2511.389893,2593.050049,2593.050049,5601920000
1999-04-12,2530.989990,2632.510010,2443.020020,2484.040039,2484.040039,6162250000
1999-04-19,2501.709961,2603.100098,2329.870117,2590.689941,2590.689941,5630140000
1999-04-26,2617.090088,2677.760010,2488.399902,2542.860107,2542.860107,5183410000
1999-05-03,2546.330078,2557.209961,2430.649902,2503.620117,2503.620117,4603160000
1999-05-10,2516.840088,2632.739990,2500.739990,2527.860107,2527.860107,4824230000
1999-05-17,2517.260010,2587.330078,2494.510010,2520.139893,2520.139893,4508230000
1999-05-24,2529.300049,2529.300049,2339.120117,2470.520020,2470.520020,4583770000
1999-05-31,2467.510010,2478.340088,2364.590088,2478.340088,2478.340088,3344260000
1999-06-07,2490.830078,2534.479980,2442.870117,2447.879883,2447.879883,4115740000
1999-06-14,2453.229980,2564.439941,2397.120117,2563.439941,2563.439941,4569510000
1999-06-21,2578.199951,2642.360107,2542.360107,2552.649902,2552.649902,4536330000
1999-06-28,2568.469971,2741.020020,2554.949951,2741.020020,2741.020020,4985260000
1999-07-05,2760.010010,2793.260010,2724.370117,2793.070068,2793.070068,4144930000
1999-07-12,2805.080078,2871.899902,2755.840088,2864.479980,2864.479980,5220130000
1999-07-19,2874.610107,2874.919922,2668.429932,2692.399902,2692.399902,5006980000
1999-07-26,2656.300049,2709.760010,2619.080078,2638.489990,2638.489990,4600510000
1999-08-02,2638.310059,2670.810059,2474.409912,2547.969971,2547.969971,4712730000
1999-08-09,2562.050049,2637.820068,2442.219971,2637.810059,2637.810059,4488890000
1999-08-16,2644.669922,2683.149902,2612.280029,2648.330078,2648.330078,4388670000
1999-08-23,2670.699951,2819.899902,2648.330078,2758.899902,2758.899902,4889890000
1999-08-30,2763.830078,2843.110107,2671.669922,2843.110107,2843.110107,4432430000
1999-09-06,2840.120117,2897.530029,2806.600098,2887.060059,2887.060059,4076580000
1999-09-13,2879.780029,2888.899902,2756.030029,2869.620117,2869.620117,5021860000
1999-09-20,2877.530029,2890.719971,2684.699951,2740.409912,2740.409912,5191760000
1999-09-27,2781.419922,2794.159912,2694.739990,2736.850098,2736.850098,5351000000
1999-10-04,2751.540039,2886.590088,2747.689941,2886.570068,2886.570068,5529890000
1999-10-11,2890.729980,2923.320068,2704.280029,2731.830078,2731.830078,4972300000
1999-10-18,2726.300049,2843.600098,2632.010010,2816.520020,2816.520020,5442680000
1999-10-25,2813.290039,2978.629883,2768.870117,2966.429932,2966.429932,5766490000
1999-11-01,2970.929932,3118.060059,2967.629883,3102.290039,3102.290039,6374600000
1999-11-08,3072.040039,3222.989990,3068.860107,3221.149902,3221.149902,6996380000
1999-11-15,3230.260010,3373.000000,3214.580078,3369.250000,3369.250000,7438240000
1999-11-22,3399.060059,3469.350098,3320.669922,3447.810059,3447.810059,4852400000
1999-11-29,3458.129883,3553.560059,3321.570068,3520.629883,3520.629883,7523970000
1999-12-06,3531.239990,3647.550049,3507.719971,3620.239990,3620.239990,7996060000
1999-12-13,3624.669922,3796.800049,3503.699951,3753.060059,3753.060059,7830580000
1999-12-20,3782.060059,4001.629883,3747.790039,3969.439941,3969.439941,5557680000
1999-12-27,4001.899902,4090.610107,3902.350098,4069.310059,4069.310059,5420350000
2000-01-03,4186.189941,4192.189941,3711.090088,3882.620117,3882.620117,7990830000
2000-01-10,4002.229980,4091.949951,3834.530029,4064.270020,4064.270020,8045670000
2000-01-17,4059.649902,4238.000000,4053.209961,4235.399902,4235.399902,7012420000
2000-01-24,4290.379883,4303.149902,3856.229980,3887.070068,3887.070068,8864510000
2000-01-31,3873.840088,4294.839844,3748.030029,4244.140137,4244.140137,7907530000
2000-02-07,4274.029785,4489.790039,4244.740234,4395.450195,4395.450195,8924490000
2000-02-14,4434.379883,4564.450195,4291.100098,4411.740234,4411.740234,8998760000
2000-02-21,4432.830078,4662.930176,4291.009766,4590.500000,4590.500000,7434640000
2000-02-28,4575.069824,4914.790039,4466.419922,4914.790039,4914.790039,10392860000
2000-03-06,4935.649902,5132.520020,4722.140137,5048.620117,5048.620117,10191100000
2000-03-13,4879.029785,5027.729980,4455.100098,4798.129883,4798.129883,9384930000
2000-03-20,4812.140137,5078.859863,4467.529785,4963.029785,4963.029785,8465810000
2000-03-27,4994.419922,5022.229980,4355.689941,4572.830078,4572.830078,8652700000
2000-04-03,4494.890137,4572.839844,3649.110107,4446.450195,4446.450195,9886600000
2000-04-10,4475.200195,4475.200195,3265.979980,3321.290039,3321.290039,9553900000
2000-04-17,3232.939941,3851.560059,3227.040039,3643.879883,3643.879883,7818550000
2000-04-24,3466.689941,3873.850098,3345.250000,3860.659912,3860.659912,7888920000
2000-05-01,3930.179932,3982.379883,3592.790039,3816.820068,3816.820068,6903840000
2000-05-08,3758.459961,3765.219971,3367.060059,3529.060059,3529.060059,6767870000
2000-05-15,3533.209961,3729.120117,3381.729980,3390.399902,3390.399902,6504000000
2000-05-22,3390.949951,3390.949951,3042.659912,3205.110107,3205.110107,7665180000
2000-05-29,3286.540039,3814.500000,3286.540039,3813.379883,3813.379883,6474540000
2000-06-05,3773.239990,3893.669922,3725.870117,3874.840088,3874.840088,7158210000
2000-06-12,3892.050049,3892.050049,3695.350098,3860.560059,3860.560059,7007910000
2000-06-19,3818.649902,4073.729980,3818.649902,3845.340088,3845.340088,7632320000
2000-06-26,3884.649902,3974.479980,3838.850098,3966.110107,3966.110107,8070490000
2000-07-03,3950.590088,4054.050049,3820.340088,4023.199951,4023.199951,4912370000
2000-07-10,3993.620117,4252.220215,3936.750000,4246.180176,4246.180176,8446600000
2000-07-17,4243.549805,4289.060059,4047.429932,4094.449951,4094.449951,7797600000
2000-07-24,4109.649902,4125.799805,3642.280029,3663.000000,3663.000000,8246960000
2000-07-31,3692.429932,3846.979980,3521.139893,3787.360107,3787.360107,7598570000
2000-08-07,3819.379883,3936.459961,3686.860107,3789.469971,3789.469971,6981850000
2000-08-14,3804.689941,3980.260010,3767.370117,3930.340088,3930.340088,6875350000
2000-08-21,3966.229980,4083.120117,3902.110107,4042.679932,4042.679932,6977080000
2000-08-28,4049.179932,4259.870117,4048.010010,4234.330078,4234.330078,7775590000
2000-09-04,4205.939941,4206.509766,3977.469971,3978.409912,3978.409912,6568470000
2000-09-11,3961.159912,4008.459961,3794.290039,3835.229980,3835.229980,8213880000
2000-09-18,3838.629883,3913.870117,3614.659912,3803.760010,3803.760010,8903760000
2000-09-25,3852.530029,3868.110107,3622.659912,3672.820068,3672.820068,9568280000
2000-10-02,3714.479980,3714.479980,3314.909912,3361.010010,3361.010010,9631040000
2000-10-09,3352.149902,3383.399902,3054.550049,3316.770020,3316.770020,9852060000
2000-10-16,3315.479980,3535.110107,3026.110107,3483.139893,3483.139893,10760270000
2000-10-23,3483.379883,3526.709961,3081.360107,3278.360107,3278.360107,9997780000
2000-10-30,3243.879883,3468.590088,3149.239990,3451.580078,3451.580078,9985360000
2000-11-06,3469.350098,3480.010010,3028.919922,3028.989990,3028.989990,8709340000
2000-11-13,2956.090088,3208.949951,2859.389893,3027.189941,3027.189941,8824140000
2000-11-20,2943.110107,2949.500000,2754.139893,2904.379883,2904.379883,6132400000
2000-11-27,2979.929932,2998.750000,2523.040039,2645.290039,2645.290039,10640500000
2000-12-04,2662.560059,2929.949951,2567.179932,2917.429932,2917.429932,10728890000
2000-12-11,2936.600098,3028.750000,2596.030029,2653.270020,2653.270020,10950370000
2000-12-18,2698.719971,2726.199951,2288.159912,2517.020020,2517.020020,12160720000
2000-12-25,2518.290039,2577.020020,2436.189941,2470.520020,2470.520020,8285240000
2001-01-01,2474.159912,2644.800049,2251.709961,2407.649902,2407.649902,9822280000
2001-01-08,2388.719971,2699.870117,2299.649902,2626.500000,2626.500000,11657560000
2001-01-15,2631.489990,2841.250000,2576.949951,2770.379883,2770.379883,10149030000
2001-01-22,2759.100098,2892.360107,2686.649902,2781.300049,2781.300049,11449880000
2001-01-29,2757.290039,2872.469971,2660.110107,2660.500000,2660.500000,9804190000
2001-02-05,2639.649902,2705.590088,2455.870117,2470.969971,2470.969971,9228870000
2001-02-12,2458.649902,2593.090088,2388.399902,2425.379883,2425.379883,9466250000
2001-02-19,2439.570068,2442.989990,2156.290039,2262.510010,2262.510010,8619460000
